seller_region,country_code,brand,asin,reporting_date,top_bsr_position,bot_bsr_position,sales,performance,units,discounts,cogs,refunds,sde1,sessions_mobile,sessions_browser,sessions,pageviews_mobile,pageviews_browser,pageviews,topbsr_sales,botbsr_sales,units_sales,refunds_sales,sessionsmobile_sales,pageviews_sales,topbsr_sde1,botbsr_sde1,units_sde1,refunds_sde1,sessionsmobile_sde1,pageviews_sde1,topbsr_units,botbsr_units,units_units,refunds_units,sessionsmobile_units,pageviews_units
na,us,matcha-dna,B077572GG8,2023-07-10,3.0,568.0,7040.19,1.297815658,261,-93.05,-1550.34,-45.92,1641.9099999999999,564,440,1004,884,620,1504,0.00042612486310738775,0.080679640748332088,0.037072863,-0.006522551,0.080111474,0.213630598,0.001827140342649719,0.34593857154168017,0.15896120981052556,-0.027967428178158369,0.34350238441814718,0.91600635844839251,0.011494252873563218,2.1762452107279695,1.0,-0.175938697,2.16091954,5.762452107
na,us,matcha-dna,B077572GG8,2023-07-09,2.0,534.0,7066.04,1.294898367,260,-74.72,-1544.4,-96.81,1639.9899999999998,628,361,989,994,471,1465,0.0002830439680499969,0.075572739469349171,0.036795716,-0.013700743,0.088875806,0.207329707,0.0012195196312172636,0.32561174153500938,0.15853755205824427,-0.059030847749071649,0.38292916420222078,0.8932981298666457,0.0076923076923076927,2.0538461538461537,1.0,-0.372346154,2.415384615,5.634615385
na,us,matcha-dna,B077572GG8,2023-07-17,3.0,745.0,7061.62,1.286810756,268,-89.94,-1591.92,-45.58,2220.8499999999995,522,356,878,803,494,1297,0.0004248316958431635,0.10549987113438559,0.037951631,-0.00645461,0.073920715,0.183668903,0.0013508341400815006,0.33545714478690597,0.12067451651394739,-0.020523673368304931,0.23504514037418112,0.58401062656190217,0.011194029850746268,2.7798507462686568,1.0,-0.170074627,1.947761194,4.839552239
na,us,matcha-dna,B077572GG8,2023-06-29,3.0,529.0,7898.24,1.56870652,287,-137.9,-1704.78,-24.22,2438.39,554,390,944,838,522,1360,0.00037983145612187022,0.0669769467628231,0.036337209,-0.003066506,0.070142209,0.17219026,0.0012303200062336215,0.2169464277658619,0.11770061392968312,-0.00993278351699277,0.22719909448447542,0.55774506949257507,0.010452961672473868,1.8432055749128919,1.0,-0.084390244,1.930313589,4.738675958
na,us,matcha-dna,B077572GG8,2023-07-29,2.0,458.0,6170.39,1.20293206,323,-109.17,-1918.62,-22.33,195.18000000000006,754,528,1282,1090,691,1781,0.0003241286207192738,0.0742254541447137,0.052346772,-0.003618896,0.12219649,0.288636537,0.010246951531919251,2.3465519008095086,1.654882672404959,-0.11440721385387842,3.8631007275335576,9.1249103391740931,0.0061919504643962852,1.4179566563467492,1.0,-0.069133127,2.334365325,5.513931889
na,us,matcha-dna,B077572GG8,2023-06-22,3.0,389.0,7598.19,1.460148085,279,-99.2,-1657.26,,2293.2000000000003,585,328,913,888,427,1315,0.00039483087419503856,0.051196403353956671,0.036719271,,0.07699202,0.173067533,0.0013082155939298794,0.16963195534624104,0.1216640502354788,,0.25510204081632648,0.57343450200593049,0.010752688172043012,1.3942652329749103,1.0,,2.096774194,4.713261649
na,us,matcha-dna,B077572GG8,2023-06-13,4.0,716.0,10603.94,1.948711595,545,-204.55,-3237.3,-55.89,1312.4899999999998,982,508,1490,1549,711,2260,0.00037721827924337557,0.067522071984564225,0.051395991,-0.005270682,0.092607088,0.213128328,0.0030476422677506118,0.54552796592735953,0.41524125898102088,-0.042583181586145429,0.74819617673277528,1.7219178812790958,0.0073394495412844041,1.3137614678899083,1.0,-0.102550459,1.801834862,4.146788991
na,us,matcha-dna,B077572GG8,2023-09-09,5.0,1062.0,4430.67,0.834481648,160,-46.27,-859.2,-22.16,1146.75,374,203,577,889,330,1219,0.0011284974958640566,0.23969286812152563,0.03611192,-0.005001501,0.084411613,0.275127689,0.0043601482450403312,0.92609548724656643,0.1395247438412906,-0.019324177022018749,0.32613908872901681,1.0630041421408327,0.03125,6.6375,1.0,-0.1385,2.3375,7.61875
na,us,matcha-dna,B077572GG8,2023-09-11,4.0,881.0,5717.98,1.068361273,209,-47.09,-1122.33,,1748.6399999999999,357,263,620,822,394,1216,0.00069954774238454849,0.15407539026019679,0.03655137,,0.062434636,0.212662514,0.0022874919937780221,0.50382011162960938,0.11952145667490165,,0.20415866044468847,0.69539756610851866,0.019138755980861243,4.2153110047846889,1.0,,1.708133971,5.818181818
na,us,matcha-dna,B077572GG8,2023-09-13,4.0,1060.0,4992.73,0.92463848,181,-59.48,-971.97,-45.83,1361.71,370,220,590,621,306,927,0.00080116489375552059,0.21230869684521295,0.036252711,-0.009179347,0.074107753,0.185669964,0.0029374830176763038,0.77843299968422053,0.13292110654985276,-0.033656211675026249,0.27171717913505811,0.6807616893464834,0.022099447513812154,5.8563535911602207,1.0,-0.25320442,2.044198895,5.121546961
na,us,matcha-dna,B077572GG8,2023-09-05,3.0,882.0,5584.48,1.082744405,202,-69.83,-1084.74,-69.15,1493.85,394,278,672,908,401,1309,0.000537203105750222,0.15793771309056528,0.036171676,-0.012382532,0.070552675,0.234399622,0.0020082337584094788,0.59042072497238685,0.13522107306623826,-0.046289788131338494,0.26374803360444493,0.876259329919336,0.014851485148514851,4.3663366336633667,1.0,-0.342326733,1.95049505,6.48019802
na,us,matcha-dna,B077572GG8,2023-12-18,5.0,1626.0,7922.04,1.546548563,416,-75.74,-2371.2,-62.82,740.3599999999999,588,396,984,1258,601,1859,0.00063115056222892089,0.20525016283684505,0.052511727,-0.007929776,0.074223306,0.234661779,0.0067534712842401007,2.1962288616348808,0.5618888108487764,-0.084850613215192619,0.79420822302663585,2.5109406234804692,0.01201923076923077,3.9086538461538463,1.0,-0.151009615,1.413461538,4.46875
na,us,matcha-dna,B077572GG8,2023-12-02,4.0,1480.0,4446.24,0.878343307,187,-70.77,-1065.9,-37.81,592.67,414,235,649,997,381,1378,0.00089963654683507862,0.33286552232897909,0.042058009,-0.008503814,0.093112383,0.30992479,0.00674911839640947,2.4971738066715039,0.31552128503214272,-0.063796041642060514,0.69853375402838014,2.3250712875630621,0.0213903743315508,7.9144385026737964,1.0,-0.202192513,2.213903743,7.368983957
na,us,matcha-dna,B077572GG8,2023-12-20,5.0,1048.0,7241.69,1.429423798,382,-65.62,-2177.41,-82.52,530.31,561,352,913,1358,564,1922,0.00069044656703062411,0.14471760044961882,0.052750118,-0.01139513,0.077468105,0.26540766,0.0094284475118327025,1.9762025984801344,0.72033338990401852,-0.15560709773528691,1.0578718108276293,3.6242952235484909,0.013089005235602094,2.743455497382199,1.0,-0.216020942,1.468586387,5.031413613
na,us,matcha-dna,B077572GG8,2023-11-26,6.0,925.0,7588.19,1.481061963,396,-59.19,-2257.2,-15.05,683.56999999999994,545,413,958,835,520,1355,0.00079070239411506568,0.12189995242607263,0.052186358,-0.001983345,0.071822134,0.178566957,0.0087774478107582252,1.3531898708252266,0.57931155551004287,-0.022016764925318552,0.79728484281053891,1.9822402972628994,0.015151515151515152,2.3358585858585861,1.0,-0.038005051,1.376262626,3.421717172
na,us,matcha-dna,B077572GG8,2023-08-16,4.0,806.0,5510.51,1.07373818,202,-58.37,-1199.88,-111.31,1355.7899999999997,484,282,766,1040,443,1483,0.0007258856258313659,0.14626595360502023,0.036657224,-0.020199582,0.087832161,0.269122096,0.0029503094136997623,0.59448734686050209,0.148990625391838,-0.082099735209730143,0.35698743905767122,1.0938272151291868,0.019801980198019802,3.99009900990099,1.0,-0.551039604,2.396039604,7.341584158
na,us,matcha-dna,B077572GG8,2023-06-08,4.0,705.0,7072.46,1.323664831,255,-83.62,-1514.7,-195.14,2170.89,485,326,811,710,441,1151,0.00056557407182225138,0.0996824301586718,0.036055347,-0.027591531,0.068575856,0.162743939,0.0018425622670886134,0.32475159957436811,0.11746334452689912,-0.089889400199918007,0.2234106748844944,0.53019729235474855,0.015686274509803921,2.7647058823529411,1.0,-0.765254902,1.901960784,4.51372549
na,us,matcha-dna,B077572GG8,2023-12-12,4.0,1657.0,4955.37,0.892644416,207,-50,-1179.9,-59.33,856.65,381,285,666,1027,456,1483,0.00080720511283718477,0.33438471799280378,0.041772865,-0.01197287,0.076886287,0.299271296,0.0046693515438043544,1.9342788770209538,0.24163894239187533,-0.069258156773478088,0.44475573454736472,1.7311620848654643,0.01932367149758454,8.0048309178743953,1.0,-0.286618357,1.84057971,7.164251208
na,us,matcha-dna,B077572GG8,2023-10-21,3.0,884.0,4974.71,0.898584513,211,-74.56,-1202.7,-16.6,766.38,499,260,759,768,326,1094,0.00060305022805349454,0.17769880053309639,0.042414533,-0.003336878,0.100307355,0.219912316,0.0039145071635481093,1.1534747775255096,0.27532033716955034,-0.021660272971632873,0.65111302487016887,1.4274902789738773,0.014218009478672985,4.18957345971564,1.0,-0.078672986,2.36492891,5.184834123
na,us,matcha-dna,B077572GG8,2023-12-17,5.0,1649.0,5973.73,1.076855653,257,-19.87,-1464.9,,1067.7799999999995,490,252,742,1195,400,1595,0.00083699798953082926,0.27604193694726747,0.043021697,,0.082025803,0.267002359,0.0046826125231789343,1.5443256101444125,0.24068628369139722,,0.45889602727153556,1.49375339489408,0.019455252918287938,6.4163424124513622,1.0,,1.906614786,6.206225681
na,us,matcha-dna,B077572GG8,2023-12-06,4.0,1561.0,5169.85,0.979114452,216,-81.26,-1231.19,-60.18,954.17000000000007,379,277,656,1007,456,1463,0.00077371683897985426,0.30194299641188815,0.041780709,-0.01164057,0.07330967,0.282986934,0.0041921250930127751,1.6359768175482354,0.22637475502268986,-0.0630705220243772,0.39720385256296042,1.5332697527694226,0.018518518518518517,7.2268518518518521,1.0,-0.278611111,1.75462963,6.773148148
na,us,matcha-dna,B077572GG8,2023-11-06,3.0,1114.0,6252.89,1.23706413,269,-72.94,-1533.3,-64.24,1175.21,459,337,796,933,496,1429,0.00047977815058317032,0.17815761991655057,0.043020108,-0.010273649,0.073406057,0.228534326,0.0025527352558266181,0.94791569166361755,0.22889526127245344,-0.054662570944767314,0.3905684941414726,1.2159528935254125,0.011152416356877323,4.1412639405204459,1.0,-0.238810409,1.706319703,5.312267658
na,us,matcha-dna,B077572GG8,2023-07-23,3.0,731.0,4853.95,0.961208128,185,-220.22,-1098.9,-67.91,928.3599999999999,540,283,823,820,369,1189,0.00061805333800306968,0.15059899669341464,0.038113289,-0.013990667,0.111249601,0.24495514,0.0032315050196044643,0.787410056443621,0.19927614287560863,-0.073150501960446382,0.58167090352880357,1.2807531561032359,0.016216216216216217,3.9513513513513514,1.0,-0.367081081,2.918918919,6.427027027
na,us,matcha-dna,B077572GG8,2023-12-05,4.0,1611.0,4977.95,0.977770653,208,-66.94,-1185.61,-52.88,1162.29,298,258,556,830,387,1217,0.00080354362739682,0.32362719593406925,0.041784269,-0.010622847,0.059864,0.244478149,0.0034414819021070472,1.3860568360736134,0.17895705890956645,-0.045496390745855167,0.256390401706975,1.0470708687160692,0.019230769230769232,7.7451923076923075,1.0,-0.254230769,1.432692308,5.850961538
na,us,matcha-dna,B077572GG8,2023-08-03,4.0,721.0,5235.48,1.027324964,193,-92.19,-1146.42,-60.16,1133.2300000000002,525,301,826,826,422,1248,0.00076401781689549,0.13771421149541208,0.03686386,-0.011490828,0.100277338,0.238373559,0.0035297335933570408,0.63623448020260653,0.17030964587947722,-0.053087193244089885,0.46327753412811157,1.1012768811273967,0.02072538860103627,3.7357512953367875,1.0,-0.311709845,2.720207254,6.466321244
na,us,matcha-dna,B077572GG8,2023-08-24,3.0,641.0,5834.22,1.109678916,299,-109.92,-1776.06,-58.49,644.65000000000009,496,297,793,1181,485,1666,0.00051420755473739418,0.10986901419555656,0.051249353,-0.010025333,0.085015649,0.285556595,0.0046536880477778637,0.9943380128752034,0.46381757542852703,-0.09073140463817575,0.76940975723260674,2.5843480958659732,0.010033444816053512,2.1438127090301005,1.0,-0.195618729,1.658862876,5.571906355
na,us,matcha-dna,B077572GG8,2023-08-15,4.0,729.0,5637.03,1.051410366,207,-75.71,-1229.58,-138.81,1423.7499999999998,490,257,747,765,339,1104,0.00070959352708784592,0.12932342031175992,0.036721465,-0.024624669,0.086925207,0.195847813,0.0028094820017559269,0.51202809482001765,0.1453906935908692,-0.097496049165935045,0.344161545215101,0.77541703248463578,0.01932367149758454,3.5217391304347827,1.0,-0.67057971,2.367149758,5.333333333
na,us,matcha-dna,B077572GG8,2023-11-30,4.0,1179.0,4589.71,0.859972831,194,-58.03,-1105.8,-16.75,641.86,403,247,650,916,369,1285,0.00087151475801303352,0.25687897492434164,0.042268466,-0.003649468,0.087805112,0.279974116,0.0062318885738323,1.8368491571370704,0.30224659583086655,-0.026096033402922755,0.62786277381360422,2.0019942043436263,0.020618556701030927,6.0773195876288657,1.0,-0.086340206,2.077319588,6.62371134
na,us,matcha-dna,B077572GG8,2023-07-11,3.0,631.0,9289.23,1.711712584,343,-93.59,-2037.42,-70.03,2431.69,937,567,1504,1407,731,2138,0.00032295464747885457,0.067928127519719078,0.036924481,-0.007538838,0.100869502,0.230159012,0.0012337098890072336,0.25949031332118816,0.1410541639764937,-0.028798901175725523,0.38532872199992596,0.87922391423248847,0.0087463556851311956,1.8396501457725947,1.0,-0.204169096,2.731778426,6.233236152
na,us,matcha-dna,B077572GG8,2023-11-04,3.0,1080.0,4733.28,0.98174661,183,-59.59,-1043.1,-45.91,1137.3799999999999,372,200,572,793,282,1075,0.0006338099584220668,0.22817158503194404,0.038662407,-0.009699405,0.078592435,0.227115235,0.0026376408939844205,0.94955072183439138,0.16089609453304965,-0.040364697814274916,0.32706747085406818,0.94515465367775076,0.016393442622950821,5.9016393442622954,1.0,-0.250874317,2.032786885,5.87431694
na,us,matcha-dna,B077572GG8,2023-06-24,3.0,464.0,6101.03,1.258618524,222,-130,-1318.68,-87.14,1537.3500000000001,625,296,921,987,372,1359,0.000491720250515077,0.076052732079665245,0.036387299,-0.014282834,0.102441719,0.222749273,0.0019514098936481605,0.30181806355091551,0.1444043321299639,-0.056681952710833573,0.40654372784336679,0.88398868182261681,0.013513513513513514,2.09009009009009,1.0,-0.392522523,2.815315315,6.121621622
na,us,matcha-dna,B077572GG8,2023-09-29,3.0,681.0,6633.99,1.346568651,281,-81.92,-1508.97,-66.45,1600.2599999999998,453,324,777,696,407,1103,0.00045221653936771084,0.10265315443647036,0.042357616,-0.010016596,0.068284697,0.166264948,0.0018746953620036747,0.42555584717483413,0.17559646557434419,-0.0415245022683814,0.2830789996625549,0.68926299476335107,0.010676156583629894,2.4234875444839856,1.0,-0.236476868,1.612099644,3.925266904
na,us,matcha-dna,B077572GG8,2023-06-28,3.0,493.0,7788.21,1.56661641,284,-129.54,-1686.96,-110.33,2441.24,552,375,927,816,509,1325,0.00038519762564183553,0.063300809813808312,0.036465375,-0.014166285,0.070876363,0.170128951,0.0012288836820632139,0.20194655175238815,0.11633432190198424,-0.045194245547344795,0.22611459749963136,0.54275695957791947,0.010563380281690141,1.7359154929577465,1.0,-0.388485915,1.943661972,4.665492958
na,us,matcha-dna,B077572GG8,2023-10-17,2.0,782.0,7288.26,1.439958301,309,-110.83,-1761.3,-58.11,1340.8999999999999,583,388,971,904,542,1446,0.00027441392046935757,0.1072958429035188,0.042396951,-0.007973096,0.079991658,0.198401264,0.0014915355358341414,0.58319039451114929,0.23044224028637483,-0.043336564993660981,0.43478260869565222,1.0783801924080842,0.0064724919093851136,2.5307443365695792,1.0,-0.188058252,1.886731392,4.67961165
na,us,matcha-dna,B077572GG8,2023-10-15,2.0,667.0,6727.71,1.313021247,283,-87.05,-1613.1,-119.21,1206.4099999999996,559,353,912,937,474,1411,0.00029727797422897243,0.0991422044053623,0.042064833,-0.017719254,0.083089194,0.209729611,0.001657811191883357,0.55288003249309958,0.234580283651495,-0.09881383609220748,0.46335822813139826,1.1695857958737084,0.0070671378091872791,2.3568904593639575,1.0,-0.421236749,1.975265018,4.985865724
na,us,matcha-dna,B077572GG8,2023-11-02,3.0,920.0,5384.17,1.189582807,205,-83.09,-1168.5,-86.98,1355.42,369,268,637,684,390,1074,0.00055718894462842,0.17087127635271546,0.038074578,-0.016154765,0.06853424,0.199473642,0.0022133360877071313,0.67875640023018691,0.1512446326599873,-0.064171990969588769,0.27224033878797715,0.792374319399153,0.014634146341463415,4.4878048780487809,1.0,-0.424292683,1.8,5.23902439
na,us,matcha-dna,B077572GG8,2023-08-14,4.0,742.0,6856.39,1.498377672,254,-84.76,-1508.76,-115.77,1825.68,514,314,828,757,424,1181,0.00058339738550461687,0.10822021501110642,0.037045734,-0.016884979,0.074966564,0.172248078,0.0021909644625564173,0.40642390780421539,0.13912624337233251,-0.0634119889575391,0.28153893343849962,0.64688225756978224,0.015748031496062992,2.9212598425196852,1.0,-0.455787402,2.023622047,4.649606299
na,us,matcha-dna,B077572GG8,2023-09-06,3.0,865.0,5089.9,1.162917342,184,-89.13,-988.08,-24.59,1464.5700000000002,399,249,648,1039,388,1427,0.00058940254228963241,0.16994439969351069,0.036150023,-0.004831136,0.078390538,0.280359143,0.0020483828017779961,0.59061704117932223,0.12563414517571708,-0.016789911031906975,0.27243491263647346,0.97434741937906677,0.016304347826086956,4.7010869565217392,1.0,-0.133641304,2.168478261,7.755434783
na,us,matcha-dna,B077572GG8,2023-06-15,3.0,376.0,10330.7,2.23489421,537,-386.94,-3189.78,-80.34,1191.4000000000003,993,509,1502,1440,726,2166,0.00029039658493616114,0.036396371978665527,0.051980989,-0.007776821,0.09612127,0.209666334,0.0025180459963068651,0.31559509820379378,0.45073023333892887,-0.067433271781097856,0.83347322477757235,1.8180292093335566,0.00558659217877095,0.7001862197392924,1.0,-0.149608939,1.849162011,4.033519553
na,us,matcha-dna,B077572GG8,2023-08-27,3.0,650.0,5079.46,1.176509933,184,-61.06,-1092.96,-91.13,1256.02,503,270,773,1164,426,1590,0.0005906139629015683,0.12796635862867312,0.036224323,-0.017940883,0.099026274,0.3130254,0.0023884969984554385,0.51750768299867833,0.14649448257193357,-0.07255457715641471,0.40047133007436186,1.2659034091813826,0.016304347826086956,3.5326086956521738,1.0,-0.495271739,2.733695652,8.641304348
na,us,matcha-dna,B077572GG8,2023-12-07,4.0,1513.0,5271.78,1.216642516,222,-86.08,-1265.4,-96.8,992.01999999999987,356,231,587,987,354,1341,0.00075875700427559571,0.28699983686724412,0.042111014,-0.01836192,0.067529373,0.254373286,0.0040321767706296245,1.5251708634906556,0.22378581076994419,-0.097578677849236919,0.3588637325860366,1.3517872623535818,0.018018018018018018,6.8153153153153152,1.0,-0.436036036,1.603603604,6.040540541
na,us,matcha-dna,B077572GG8,2023-10-31,3.0,860.0,5562.33,1.269500987,232,-54.84,-1322.4,-161.5,1134.55,389,288,677,595,398,993,0.000539342325967715,0.15461146677741164,0.04170914,-0.029034595,0.069934722,0.17852231,0.0026442201753999386,0.758009783614649,0.20448636023092856,-0.14234718610903002,0.34286721607685866,0.8752368780573796,0.012931034482758621,3.7068965517241379,1.0,-0.69612069,1.676724138,4.280172414
na,us,matcha-dna,B077572GG8,2023-10-13,2.0,502.0,5990.65,1.358782938,252,-51.13,-1436.4,-89.94,1053.3399999999997,546,340,886,853,475,1328,0.00033385358850875952,0.083797250715698629,0.042065552,-0.015013396,0.09114203,0.221678783,0.0018987221599863298,0.47657926215656876,0.23923899215827754,-0.08538553553458525,0.518351149676268,1.2607515142309229,0.0079365079365079361,1.9920634920634921,1.0,-0.356904762,2.166666667,5.26984127
na,us,matcha-dna,B077572GG8,2023-12-08,4.0,1761.0,4580.75,1.025678252,190,-39.12,-1083,-104.92,811.82999999999981,349,225,574,936,375,1311,0.00087321945096327026,0.38443486328657972,0.041477924,-0.022904546,0.076188397,0.286197675,0.0049271399184558353,2.1691733491001814,0.23403914612665219,-0.12923888006109657,0.42989295788527165,1.6148701082739,0.021052631578947368,9.26842105263158,1.0,-0.552210526,1.836842105,6.9
na,us,matcha-dna,B077572GG8,2023-08-05,4.0,831.0,4337.98,1.004561187,160,-60.78,-950.4,0,884.06000000000017,533,260,793,817,346,1163,0.00092208816084905884,0.19156381541639197,0.036883526,0,0.122868247,0.268097133,0.0045245797796529636,0.93998144922290328,0.18098319118611855,0.0,0.60290025563875749,1.3155215709340993,0.025,5.19375,1.0,0,3.33125,7.26875
na,us,matcha-dna,B077572GG8,2023-10-28,3.0,1112.0,4566.52,1.061845578,173,-64.61,-986.1,-62.59,1069.7399999999998,354,202,556,536,269,805,0.00065695540586704969,0.24351147044138641,0.037884428,-0.01370628,0.077520738,0.176283034,0.0028044197655505082,1.0395049264307217,0.16172153981341264,-0.058509544375268771,0.33092153233495997,0.752519303756053,0.017341040462427744,6.4277456647398843,1.0,-0.361791908,2.046242775,4.653179191
na,us,matcha-dna,B077572GG8,2023-09-19,4.0,715.0,5982.72,1.3355236,255,-78.56,-1369.35,-46.75,1096.5699999999997,539,288,827,881,420,1301,0.00066859221223791179,0.11951085793752673,0.042622754,-0.007814171,0.090092801,0.217459617,0.0036477379465059238,0.65203315793793393,0.23254329408975266,-0.042632937249787985,0.49153268829167324,1.1864267671010518,0.015686274509803921,2.8039215686274508,1.0,-0.183333333,2.11372549,5.101960784
na,us,matcha-dna,B077572GG8,2023-12-01,4.0,1302.0,4536.04,0.990342378,190,-73.49,-1083,-88.15,601.52,394,226,620,901,346,1247,0.00088182643892029176,0.28703450586855495,0.041886756,-0.01943325,0.086859904,0.274909392,0.0066498204548477192,2.1645165580529326,0.31586647160526665,-0.14654541827370662,0.65500731480250041,2.0730815267987763,0.021052631578947368,6.8526315789473689,1.0,-0.463947368,2.073684211,6.563157895
na,us,matcha-dna,B077572GG8,2023-11-20,2.0,1026.0,6433.5,1.40364769,334,-56.34,-1903.8,-41.8,467.68999999999983,561,406,967,903,608,1511,0.00031087277531670164,0.15947773373746793,0.051915753,-0.006497241,0.087199813,0.234864382,0.0042763368898201815,2.1937608244777533,0.71414826059997027,-0.08937544099724179,1.199512497594561,3.2307725202591473,0.0059880239520958087,3.07185628742515,1.0,-0.125149701,1.679640719,4.523952096
na,us,matcha-dna,B077572GG8,2023-08-18,3.0,741.0,4538.44,0.990354979,166,-58.84,-986.04,-70.3,1098.9699999999998,439,259,698,1141,408,1549,0.00066102008619701926,0.16327196129066376,0.036576445,-0.015489904,0.096729273,0.341306705,0.0027298288397317495,0.67426772341374208,0.15105052913182346,-0.06396898914438065,0.39946495354741263,1.40950162424816,0.018072289156626505,4.4638554216867474,1.0,-0.423493976,2.644578313,9.331325301
na,us,matcha-dna,B077572GG8,2023-12-19,5.0,1134.0,6992.79,1.506566003,369,-42.13,-2103.3,-36.44,605.91999999999985,561,320,881,1373,489,1862,0.00071502218713846689,0.16216703204300428,0.052768637,-0.005211082,0.080225489,0.266274262,0.0082519144441510449,1.871534195933457,0.60899128597834717,-0.060139952468972815,0.92586480063374732,3.073012939001849,0.013550135501355014,3.0731707317073171,1.0,-0.098753388,1.520325203,5.046070461
na,us,matcha-dna,B077572GG8,2023-12-25,3.0,619.0,3150.43,0.679860687,134,-5.9,-763.8,-41.5,1048.4800000000002,326,181,507,723,294,1017,0.00095225096256701467,0.19648111527632736,0.042533876,-0.013172805,0.103477938,0.322813076,0.0028612849076758728,0.59037845261712174,0.12780405920952231,-0.039581107889516243,0.3109262933007782,0.96997558370212089,0.022388059701492536,4.6194029850746272,1.0,-0.309701493,2.432835821,7.589552239
na,us,matcha-dna,B077572GG8,2023-06-23,3.0,435.0,7671.07,1.597599849,279,-94.68,-1657.26,-124.32,2359.82,553,324,877,861,428,1289,0.00039107973203216764,0.056706561144664304,0.036370415,-0.016206344,0.072089031,0.168033925,0.001271283402971413,0.18433609343085489,0.1182293564763414,-0.05268198421913535,0.2343399072810638,0.5462281021433838,0.010752688172043012,1.5591397849462365,1.0,-0.445591398,1.982078853,4.620071685
na,us,matcha-dna,B077572GG8,2023-08-12,4.0,881.0,4581.03,0.939437239,168,-44.16,-997.92,-39.29,1062.9199999999998,450,259,709,681,356,1037,0.00087316607837102146,0.19231482876121747,0.036672975,-0.008576674,0.098231184,0.226368306,0.0037632183042938328,0.82884883152071664,0.15805516878034098,-0.036964211793926172,0.4233620592330562,0.97561434538817615,0.023809523809523808,5.2440476190476186,1.0,-0.233869048,2.678571429,6.172619048
na,us,matcha-dna,B077572GG8,2023-08-25,4.0,659.0,5312.52,1.073133077,272,-68.05,-1615.68,-34.17,555.39,497,294,791,1209,414,1623,0.00075293834187918347,0.12404659182459547,0.051199807,-0.006431976,0.093552589,0.305504732,0.0072021462395793949,1.1865535929707054,0.48974594429139884,-0.061524334251606985,0.89486667026773981,2.9222708367093393,0.014705882352941176,2.4227941176470589,1.0,-0.125625,1.827205882,5.966911765
na,us,matcha-dna,B077572GG8,2023-12-13,4.0,1867.0,6113.02,1.203375354,257,-29.77,-1464.9,-374.55,1015.1199999999999,388,250,638,1062,393,1455,0.0006543410621918462,0.3054136907780442,0.042041413,-0.061270861,0.063471083,0.238016561,0.0039404208369453863,1.839191425644259,0.25317203877374106,-0.36897115611947362,0.38222082118370249,1.4333280794388843,0.01556420233463035,7.2645914396887159,1.0,-1.457392996,1.509727626,5.661478599
na,us,matcha-dna,B077572GG8,2023-09-03,3.0,871.0,4177.83,0.821348668,151,-75.87,-810.87,-24.46,952.81999999999982,405,221,626,959,363,1322,0.00071807613043134834,0.20848143653523479,0.036143165,-0.005854714,0.096940278,0.316432215,0.0031485485191326806,0.91412858672152153,0.15847694212967825,-0.025671165592661787,0.42505405008291186,1.3874603807644679,0.019867549668874173,5.7682119205298017,1.0,-0.161986755,2.682119205,8.754966887
na,us,matcha-dna,B077572GG8,2023-08-19,3.0,874.0,4616.3,0.904771628,168,-63.19,-997.92,-45.25,1139.62,435,233,668,1052,371,1423,0.00064987110889673549,0.1893291163919156,0.036392782,-0.009802223,0.094231311,0.308255529,0.0026324564328460368,0.766922307435812,0.14741756023937805,-0.039706217862094384,0.38170618276267532,1.2486618346466367,0.017857142857142856,5.2023809523809526,1.0,-0.269345238,2.589285714,8.470238095
na,us,matcha-dna,B077572GG8,2023-06-27,3.0,471.0,9008.53,1.672472207,330,-131.52,-1960.2,-69.7,2990.09,575,377,952,922,502,1424,0.00033301770655145733,0.0522837799285788,0.036631948,-0.007737111,0.063828394,0.158072405,0.001003314281509921,0.1575203421970576,0.11036457096609131,-0.023310335140413835,0.19230190395606819,0.47623984562337585,0.00909090909090909,1.4272727272727272,1.0,-0.211212121,1.742424242,4.315151515
na,us,matcha-dna,B077572GG8,2023-11-27,6.0,959.0,12354.9,2.226158941,641,-107.51,-3653.7,-22.52,1697.98,631,533,1164,1003,702,1705,0.00048563727751742226,0.077621024856534659,0.051882249,-0.001822759,0.051072854,0.138001926,0.0035336105254478853,0.56478874898408693,0.37750739113534904,-0.013262818172181062,0.3716180402596026,1.004134324314774,0.0093603744149766,1.4960998439937598,1.0,-0.035132605,0.984399376,2.659906396
na,us,matcha-dna,B077572GG8,2023-11-15,2.0,1096.0,6183.01,1.096839167,260,-132.63,-1482,-87.4,1214.57,457,299,756,746,414,1160,0.00032346704922036354,0.17725994297275921,0.042050716,-0.01413551,0.073912221,0.187610889,0.00164667330824901,0.90237697292045749,0.21406753007237131,-0.071959623570481746,0.37626485093489881,0.95507051878442584,0.0076923076923076927,4.2153846153846155,1.0,-0.336153846,1.757692308,4.461538462
na,us,matcha-dna,B077572GG8,2023-06-19,2.0,244.0,9287.98,1.667500092,339,-360.7,-2013.66,-185.27,2546.29,759,475,1234,1171,658,1829,0.00021533207435847193,0.026270513071733576,0.036498787,-0.019947287,0.081718522,0.196921182,0.000785456487674224,0.095825691496255333,0.13313487466078097,-0.072760761735701757,0.29808073707236804,0.71829995797807789,0.0058997050147492625,0.71976401179941008,1.0,-0.546519174,2.238938053,5.395280236
